"Index","rank1","rank2","rank3","rank4"
"VI1509","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1510","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI1511","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1512","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1513","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1514","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1515","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1516","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI1517","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1518","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI1519","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI1520","AMBER RASMUSSEN","skipped","skipped","skipped"
"VI1521","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1522","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1523","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1524","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1525","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1526","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","uwi"
"VI1527","NEF PACHECO","AMBER RASMUSSEN","uwi","MARDI SIFUENTES"
"VI1528","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO"
"VI1529","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1530","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1531","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1532","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1533","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1534","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1535","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1536","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1537","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","NEF PACHECO"
"VI1538","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1539","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1540","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
